property_id,location,property_type,bedrooms,bathrooms,sqft,year_built,property_age,price,price_per_sqft,estimated_monthly_rent,days_on_market,estimated_roi,city,state,zip_code,neighborhood,latitude,longitude,has_pool,has_garage,lot_size,neighborhood_score,date_listed
458,Eastwood,Single Family Home,3,1.0,1429.0,1978,47,283937,198.6962911126662,2087,42,0.06820266467561467,New York,NY,16540,Eastwood,40.73470774473539,-74.01398812721523,False,False,1.16,3.7822192966652985,2025-02-03 06:42:21.896536
459,Downtown,Single Family Home,5,2.5,1864.0,1990,35,805112,431.92703862660943,5215,85,0.057728316060374214,San Antonio,TX,91958,Downtown,29.464635987427787,-98.46963286992732,False,False,0.9,7.717595920360787,2024-12-22 06:42:21.896536
460,Downtown,Single Family Home,2,2.5,1524.0,1991,34,479661,314.73818897637796,4171,35,0.08434869626673838,Chicago,IL,78878,Downtown,41.847226041791465,-87.61842225811843,True,True,1.25,6.858592470520097,2025-02-10 06:42:21.896536
461,Downtown,Single Family Home,4,2.5,1891.0,2014,11,792692,419.19196192490745,5212,73,0.058900758428241995,San Diego,CA,51846,Downtown,32.709250545439815,-117.15337502692314,False,True,1.12,6.951526149750056,2025-01-03 06:42:21.896536
462,Southbay,Multi-Family,3,1.5,1563.0,1980,45,351324,224.77543186180424,3017,31,0.0830501759060013,Chicago,IL,85932,Southbay,41.90190691233386,-87.59918041189962,False,True,0.54,3.0502794515126284,2025-02-14 06:42:21.896536
463,Central District,Condominium,3,2.0,1565.0,1979,46,261643,167.18402555910544,1956,2,0.06971002472835122,New York,NY,27482,Central District,40.747173732640675,-74.0306025125428,False,False,1.01,5.4458613444772075,2025-03-15 06:42:21.896536
464,Northend,Single Family Home,4,2.5,1679.0,1967,58,419784,250.02025014889816,3053,21,0.06727345491967297,San Diego,CA,33411,Northend,32.66881155999173,-117.13717052648353,False,True,0.6,6.120728799518874,2025-02-24 06:42:21.896536
465,Mountain View,Single Family Home,4,2.5,2022.0,1966,59,483707,239.22205736894165,3931,26,0.07752184690318727,Chicago,IL,60975,Mountain View,41.83873437262558,-87.6483080411387,False,False,0.61,6.843696353544246,2025-02-19 06:42:21.896536
466,Westside,Single Family Home,3,2.0,1645.0,1987,38,484847,294.73981762917936,4198,6,0.08390081819625572,Los Angeles,CA,70545,Westside,34.00258171341243,-118.22553305175984,False,False,0.69,5.755136302728569,2025-03-11 06:42:21.896536
467,Suburban Heights,Single Family Home,3,2.0,1515.0,1963,62,397836,262.5980198019802,2977,4,0.06979579525231502,New York,NY,88797,Suburban Heights,40.679513201147124,-73.99047175903084,False,False,1.3,6.806602254777519,2025-03-13 06:42:21.896536
468,Lakefront,Single Family Home,3,3.5,1844.0,2005,20,682573,370.1588937093276,3691,34,0.044889762706699504,Chicago,IL,62307,Lakefront,41.92727426171679,-87.672532912839,False,False,0.83,7.34455765894816,2025-02-11 06:42:21.896536
469,Suburban Heights,Single Family Home,1,2.0,726.0,1971,54,228973,315.38980716253445,1943,4,0.08182859987858832,Los Angeles,CA,13093,Suburban Heights,34.00990780119515,-118.25966199073333,False,True,0.83,6.795057244753729,2025-03-13 06:42:21.896536
470,Mountain View,Single Family Home,3,2.0,1547.0,2016,9,605928,391.6793794440853,3327,16,0.04588901651681388,Los Angeles,CA,87258,Mountain View,34.088838651425135,-118.27214701312087,False,True,0.68,6.144321009061327,2025-03-01 06:42:21.896536
471,Downtown,Townhouse,3,2.5,1655.0,2005,20,612156,369.88277945619336,3609,61,0.05074667241683492,Philadelphia,PA,32042,Downtown,39.93863778199303,-75.2083494593373,False,False,0.51,7.3739097221673955,2025-01-15 06:42:21.896536
472,Mountain View,Single Family Home,3,2.0,1254.0,1968,57,409830,326.8181818181818,3395,150,0.07940707122465412,New York,NY,62930,Mountain View,40.73911552912589,-74.01516936572405,True,True,1.44,6.81907303736979,2024-10-18 06:42:21.896536
473,Downtown,Condominium,4,2.0,1889.0,2006,19,545938,289.00899947061936,3103,56,0.048205547150042674,Los Angeles,CA,54413,Downtown,34.07812487330608,-118.20333921556532,True,True,1.07,6.686595710953487,2025-01-20 06:42:21.896536
474,Lakefront,Condominium,3,2.0,1746.0,1993,32,414611,237.46334478808706,3040,220,0.06798608816456872,Philadelphia,PA,43756,Lakefront,39.92587631471012,-75.134460396966,False,True,1.41,7.041748073269772,2024-08-09 06:42:21.896536
475,Northend,Condominium,3,3.0,1640.0,1984,41,318710,194.33536585365854,2687,53,0.08117034294499702,Chicago,IL,63268,Northend,41.83400938900783,-87.58991526118197,False,True,0.42,6.172768471262451,2025-01-23 06:42:21.896536
476,Mountain View,Condominium,3,2.0,1594.0,1950,75,275114,172.5934755332497,2258,15,0.07849008047573007,Houston,TX,49214,Mountain View,29.775476854755876,-95.33237732758616,False,False,0.35,6.9103851261391425,2025-03-02 06:42:21.896536
477,Downtown,Condominium,4,1.5,1962.0,2001,24,561723,286.3012232415902,3699,50,0.05902115455482507,New York,NY,91871,Downtown,40.66281883995566,-74.03909189296441,False,True,1.45,8.412265712684738,2025-01-26 06:42:21.896536
478,Northend,Multi-Family,4,2.0,1823.0,2019,6,817792,448.59681843115743,4753,54,0.04974389575833464,San Diego,CA,38602,Northend,32.704675938742646,-117.17314970966254,True,True,1.19,5.896545187061093,2025-01-22 06:42:21.896536
479,Mountain View,Condominium,3,3.0,1641.0,1986,39,402315,245.16453382084094,2936,20,0.06757317027702174,San Antonio,TX,63331,Mountain View,29.396773038292352,-98.50543880601327,True,False,0.4,5.665541258879457,2025-02-25 06:42:21.896536
480,Northend,Condominium,4,1.0,1565.0,2014,11,387601,247.66837060702875,3246,0,0.08049509676187626,San Antonio,TX,58901,Northend,29.386984871200024,-98.5023238870734,True,False,0.57,4.540560629789161,2025-03-17 06:42:21.896536
481,Southbay,Townhouse,3,4.0,1798.0,2000,25,350664,195.03003337041156,2817,54,0.07639997262336597,Chicago,IL,73416,Southbay,41.908335432915926,-87.63189299368966,False,True,1.23,3.958831597254204,2025-01-22 06:42:21.896536
482,Southbay,Condominium,3,2.0,1534.0,1950,75,170973,111.45567144719688,1289,0,0.07047042515484901,San Jose,CA,42196,Southbay,37.29000000889452,-121.89415559584208,False,True,0.76,4.027407731245111,2025-03-17 06:42:21.896536
483,Eastwood,Single Family Home,3,4.0,1899.0,1970,55,373336,196.59610321221695,3154,44,0.0813778473010907,San Jose,CA,15626,Eastwood,37.29091750160909,-121.83967565892932,False,True,1.06,3.980525168997863,2025-02-01 06:42:21.896536
484,Southbay,Single Family Home,3,3.5,1862.0,2002,23,388413,208.59989258861438,2923,8,0.07030593723691018,Chicago,IL,17424,Southbay,41.84084539594229,-87.60903116736694,False,True,0.58,3.2493948942472066,2025-03-09 06:42:21.896536
485,Northend,Single Family Home,4,2.0,2058.0,1965,60,461108,224.05636540330417,3512,37,0.07139724316212254,Los Angeles,CA,22857,Northend,34.09947763228921,-118.21109609483335,False,True,0.74,5.672416332381018,2025-02-08 06:42:21.896536
486,Lakefront,Multi-Family,4,1.5,1749.0,2010,15,960446,549.1400800457404,5293,31,0.04613177627893708,New York,NY,29982,Lakefront,40.73273153751262,-73.97205390904992,False,True,1.65,7.528511348048283,2025-02-14 06:42:21.896536
487,Downtown,Townhouse,2,1.5,815.0,2003,22,372743,457.3533742331288,2921,0,0.07403798327533985,San Antonio,TX,86961,Downtown,29.472279869326062,-98.48146555027465,False,False,0.43,8.486308207180322,2025-03-17 06:42:21.896536
488,Suburban Heights,Multi-Family,3,1.5,1698.0,1989,36,595720,350.8362779740872,3516,20,0.05082521990196737,San Antonio,TX,11980,Suburban Heights,29.430018480682932,-98.48077618895367,False,True,0.83,6.5166052344210375,2025-02-25 06:42:21.896536
489,Mountain View,Condominium,3,2.5,1736.0,1975,50,404529,233.02361751152074,3245,41,0.07626009507352995,Los Angeles,CA,58290,Mountain View,34.05546758867615,-118.23019108940903,False,True,1.29,6.837264828511162,2025-02-04 06:42:21.896536
490,Lakefront,Single Family Home,2,2.0,1173.0,2014,11,527639,449.8201193520887,3298,84,0.055005827848206824,San Antonio,TX,36431,Lakefront,29.419084220797256,-98.52175568171167,True,True,0.42,7.2329217564575945,2024-12-23 06:42:21.896536
491,Eastwood,Single Family Home,2,2.0,1410.0,2023,2,356391,252.7595744680851,3082,98,0.08377366431812251,San Diego,CA,94976,Eastwood,32.67772472265116,-117.20426590644678,True,True,0.63,5.471845317940035,2024-12-09 06:42:21.896536
492,Southbay,Condominium,3,2.0,1311.0,2013,12,289003,220.44469870327993,2144,29,0.06902329733601381,New York,NY,92711,Southbay,40.689131578375324,-74.05138764356643,True,False,0.98,4.27991277022914,2025-02-16 06:42:21.896536
493,Suburban Heights,Condominium,2,3.5,1656.0,1992,33,343827,207.625,2505,58,0.06742768892495353,Dallas,TX,36385,Suburban Heights,32.783417077991935,-96.81861715529764,False,True,0.71,6.720506572799408,2025-01-18 06:42:21.896536
494,Suburban Heights,Luxury Home,2,1.5,1184.0,1966,59,667874,564.0827702702703,3621,17,0.04506017602122556,San Antonio,TX,48158,Suburban Heights,29.4565534808087,-98.53617591270117,False,True,0.68,6.891569292481911,2025-02-28 06:42:21.896536
495,Eastwood,Single Family Home,3,1.0,1335.0,2008,17,309905,232.1385767790262,2302,18,0.06913699359481132,Chicago,IL,33019,Eastwood,41.85073514943415,-87.60677538529099,False,True,0.64,5.359717001001122,2025-02-27 06:42:21.896536
496,Westside,Condominium,3,1.0,1376.0,1972,53,322233,234.1809593023256,2659,9,0.0790215154872406,San Diego,CA,28639,Westside,32.725580829638346,-117.20465087287509,True,False,0.94,6.262830687566713,2025-03-08 06:42:21.896536
497,Northend,Condominium,4,3.5,2004.0,1956,69,376201,187.7250499001996,3146,37,0.08035061044494832,San Antonio,TX,95530,Northend,29.46182394571622,-98.45587382371738,False,True,1.1,4.6573241166285175,2025-02-08 06:42:21.896536
498,Downtown,Condominium,3,2.5,1648.0,1993,32,470288,285.36893203883494,3977,16,0.08147824311910999,San Diego,CA,31563,Downtown,32.698740800387576,-117.17705941566504,False,True,1.03,6.843747405078494,2025-03-01 06:42:21.896536
499,Mountain View,Condominium,6,2.0,2509.0,2002,23,625654,249.36388999601434,3561,3,0.0482997311613128,Philadelphia,PA,49341,Mountain View,40.00150283583501,-75.15258238284069,False,True,0.33,5.368446610793215,2025-03-14 06:42:21.896536
500,Mountain View,Townhouse,3,1.5,1465.0,2020,5,467255,318.9453924914676,3592,51,0.07224941413146997,Dallas,TX,15776,Mountain View,32.77983165205681,-96.76318478164481,False,False,1.0,5.46079386965828,2025-01-25 06:42:21.896536
